ＴＫＣ,会社コード,業種名,公開有無,フリガナ,和文社名,旧会社名,英文社名,郵便番号,住所,電話,ＵＲＬ,営業所等,事業内容,仕入先,販売先,ブランド,取引銀行,設立年月,資本金,lat,lon
10050391,104126,医薬品,未上場,トウビシヤクヒンコウギョウ,東菱薬品工業（株）,,Ｔｏｂｉｓｈｉ　Ｐｈａｒｍａｃｅｕｔｉｃａｌ　Ｃｏ．，　Ｌｔｄ．,100-0006,東京都千代田区有楽町１－１０－１　有楽町ビル,03-3213-3771,https://tobishipharm.com/,［工場］　青梅　［研究所］　青梅　［分室］　大阪,医薬品の製造・輸入販売，製造受託，および化粧品・健康食品の企画・販売,ＡＢセルネレ社，ＤＳＭ社，レガシー社，イナガキ薬品,扶桑薬品工業，大鵬薬品工業，日医工，小林製薬，サンド，沢井製薬,,りそな，三菱ＵＦＪ，三井住友，きらぼし,195907,100,35.674941,139.7616168
10396752,104302,その他卸売,未上場,エイピーピージャパン,エイピーピー・ジャパン（株）,,ＡＰＰ　ＪＡＰＡＮ　Ｌｔｄ．,141-0022,東京都品川区東五反田２－１０－２　東五反田スクエア１４階,03-5795-0021,http://www.app-j.com/,［大阪支店］　大阪市中央区高麗橋３－４－１０淀屋橋センタービル１３階ＴＥＬ０６－４７０７－６６７０,紙，板紙，パルプ関連商品の輸入販売および市場調査,,,,りそな，三井住友,199711,135,35.6247208,139.7272831
10710263,104515,その他卸売,未上場,メドトロニックソファモアダネック,メドトロニックソファモアダネック（株）,小林ソファモアダネック（2002）,Ｍｅｄｔｒｏｎｉｃ　Ｓｏｆａｍｏｒ　Ｄａｎｅｋ，　Ｃｏ．，　Ｌｔｄ．,108-0075,東京都港区港南１－２－７０　品川シーズンテラス,03-6774-4606,https://www.medtronic.com/,［支店］　埼玉，東京，大阪　［営業所］　札幌，仙台，千葉，横浜，名古屋，金沢，京都，岡山，福岡　［物流センター］　大阪，東京，福岡，静岡，他,脊椎固定インプラントなどの脊椎脊髄疾患を中心とした医療機器の製造および輸入・販売,米国メドトロニックソファモアダネック社，米国メドトロニックナビゲーション社,全国主要病院,,三井住友,199601,491,35.6324899,139.743003
10068625,104523,貸金・信販・カード,未上場,シーエフジェイ,ＣＦＪ合同会社,ＣＦＪ（株）（2008.11）,ＣＦＪ　Ｇ．Ｋ．,160-8812,東京都新宿区新宿６－２７－３０　新宿イーストサイドスクエア８階,03-6776-8200,https://www.citigroup.jp/jp/about/disclosures/cfj.html,,トータルファイナンス,,,,,199506,100,35.696585,139.7088723
10398063,200306,医薬品卸売,未上場,ゲルベジャパン,ゲルベ・ジャパン（株）,,Ｇｕｅｒｂｅｔ　Ｊａｐａｎ　ＫＫ,102-0083,東京都千代田区麹町６－４－６　ＴＳ麹町ＢＬＤＧ．２階,－,https://www.guerbet.com/,,医薬品の研究開発，輸出入および販売,,,,,197812,170,35.6854606,139.7323452
10398212,200351,精密機器卸売,未上場,カボデンタルシステムズ,カボデンタルシステムズ（株）,サイブロン・デンタル（株）（2018.12）,ＫａＶｏ　Ｄｅｎｔａｌ　Ｓｙｓｔｅｍｓ　Ｃｏ．，　Ｌｔｄ．,140-0001,東京都品川区北品川４－７－３５　御殿山トラストタワー１５階,0800-888-7480,https://www.kavo.co.jp/,［ショールーム］　東京（本社），大阪，名古屋，福岡　［サービスステーション］　札幌，仙台　［物流・修理センター］　大阪,歯科医療用機器（レントゲン，ＣＴ等），歯科材料，矯正材料等の輸入販売,,,ＫａＶｏ（イメージング関連製品），Ｋｅｒｒ（歯科材料），Ｏｒｍｃｏ（矯正材料）,,198312,90,35.6221677,139.7370215
10399038,200617,鉄鋼・金属卸売,未上場,アレゲニーテクノロジーズジャパン,アレゲニー・テクノロジーズ・ジャパン（株）,テレダイン・ジャパン（2000.1）,Ａｌｌｅｇｈｅｎｙ　Ｔｅｃｈｎｏｌｏｇｉｅｓ，　Ｊａｐａｎ　Ｌｔｄ．,107-0062,東京都港区南青山２－２－３　ヒューリック青山外苑東通りビル５階,03-5770-3880,http://www.atjapan.co.jp/,,特殊金属，電子装置半導体部品の輸出入・販売,,,,,197110,49,35.6714265,139.7242502
10399764,200851,化学,未上場,エーエスケーケミカルズジャパン,ＡＳＫケミカルズジャパン（株）,アシュランド　ジャパン（2010.12）,ＡＳＫ　Ｃｈｅｍｉｃａｌｓ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,231-0011,神奈川県横浜市中区太田町４－５０　馬車道４５０ビル８階,045-227-8130,https://www.ask-chemicals.com/home/,［営業所］　名古屋市中村区椿町１８－２２　［技術研究所］　横浜市鶴見区獅子ヶ谷２－３８－４１,鋳型製造用材料の製造，加工ならびに販売,,,Ｉｓｏｃｕｒｅ，ＰｅｐＳｅｔ，ＣｈｅｍＲｅｚ，ＲＣＸ，ＭＹＣｕｒｅ，ＺｉｐＳｌｉｐ，Ｍｅｔａｌｃｌｅａｎｅｒ，ＩＮＯＴＥＣ，Ｕｄｉｃｅｌｌ，Ｅｘａｃｔｃａｓｔ，Ｇｅｒｍａｌｌｏｙ，Ｏｐｔｉｇｒａｎ，ＳＭＷ・Ｉｎｓｅｒｔ，Ａｒｅｎａ－Ｆｌｏｗ,三菱ＵＦＪ,197312,99,35.4482885,139.636502
10400208,200993,ガラス・土石卸売,未上場,バカラパシフィック,バカラパシフィック（株）,,Ｂａｃｃａｒａｔ　Ｐａｃｉｆｉｃ　Ｋ．Ｋ．,105-0001,東京都港区虎ノ門１－２－８　虎ノ門琴平タワー２１階,03-5510-1451,https://www.baccarat.jp/,［バカラショップ］　大阪市北区梅田１－８－１６ヒルトンプラザイースト２階，東京都千代田区丸の内３－１－１国際ビルヂング１階，東京都港区六本木６－１２－１六本木ヒルズ，他,日本におけるフランス製クリスタルの輸入・卸売および小売販売,バカラ,全国の主要デパート,バカラ,◎三菱ＵＦＪ，三井住友，ソシエテジェネラル，みずほ,198312,426,35.6695311,139.7483983
10059699,201228,化学,未上場,スリーエムジャパンプロダクツ,スリーエムジャパンプロダクツ（株）,山形スリーエム（株）（2015.6）,３Ｍ　Ｊａｐａｎ　Ｐｒｏｄｕｃｔｓ　Ｌｔｄ．,141-8684,東京都品川区北品川６－７－２９,03-6409-3800,https://www.3mcompany.jp/3M/ja_JP/company-jp/,,接着剤，テープ，研磨剤，フィルム，ファイバー，フィルター，文具などの各種製品，医療関連製品などの製造,,,,,197003,360,35.6237883,139.7338705
10049435,202198,化学,未上場,ニッポンペイントオートモーティブコーティングス,日本ペイント・オートモーティブコーティングス（株）,日本ビー・ケミカル（株）（2015.4）,ＮＩＰＰＯＮ　ＰＡＩＮＴ　ＡＵＴＯＭＯＴＩＶＥ　ＣＯＡＴＩＮＧＳ　ＣＯ．，　ＬＴＤ．,573-1153,大阪府枚方市招提大谷２－１４－１,072-857-5530,https://www.nipponpaint-automotive.com/,［オフィス］　大阪　［事業所］　東京，神奈川，豊田　［テクニカルセンター］　本社　［工場］　本社，愛知高浜，愛知武豊，栃木，広島，防府分，埼玉　［営業所］　岩手，宮城，浜松，豊橋，福岡,自動車用塗料の開発・製造・販売,日本ペイント,トヨタ自動車，日産自動車，ホンダ，三菱自動車，マツダ，スズキ，他,,,197102,360,34.8347181,135.6959741
10402311,202395,精密機器卸売,未上場,エイエムオージャパン,エイエムオー・ジャパン（株）,アラガン（株）（2002.7）,ＡＭＯ　Ｊａｐａｎ　Ｋ．Ｋ．,101-0065,東京都千代田区西神田３－５－２,03-4411-7800,https://www.surgical.jnjvision.jp/,,眼科用医療機器，医薬品，コンタクトレンズ関連製品の輸入販売,,,,,198506,100,35.6982814,139.7528186
10402733,202559,他サービス,未上場,イーエムシー,イー・エム・シー（株）,ディーディービー・ジャパン（株）（2018.3）,ＥＭＣ　Ｋ．Ｋ．,103-0027,東京都中央区日本橋２－１３－１０　日本橋サンライズビル６階,03-3275-2333,https://emcjapan.com/,,製薬会社向けに処方薬の販売促進に関わる製品やサービスを提供,,,,,198605,389,35.6804882,139.7755517
10402931,202611,貨物運送,未上場,フェデラルエクスプレスコーポレーション,フェデラルエクスプレスコーポレーション,,Ｆｅｄｅｒａｌ　Ｅｘｐｒｅｓｓ　Ｃｏｒｐｏｒａｔｉｏｎ,261-7110,千葉県千葉市美浜区中瀬２－６－１　ワールドビジネスガーデンマリブウエスト１０階,0120-003-200,https://www.fedex.com/jp/,,航空運送業，国際航空貨物取扱業,,,,,197106,－,35.6488152,140.039604
10403012,202650,情報・システム・ソフト,未上場,ムーディーズジャパン,ムーディーズ・ジャパン（株）,,Ｍｏｏｄｙ’ｓ　（Ｊａｐａｎ）　Ｋ．Ｋ．,105-6220,東京都港区愛宕２－５－１　愛宕グリーンヒルズＭＯＲＩタワー２０階,03-5408-4100,https://www.moodys.com/,,債券格付け・企業情報の提供,,,,,198504,10,35.6621409,139.7488929
10405215,204058,他サービス,未上場,ケイデンスデザインシステムズジャパンビーヴィ,ケイデンス・デザイン・システムズ（ジャパン）ビー・ヴィ,,Ｃａｄｅｎｃｅ　Ｄｅｓｉｇｎ　Ｓｙｓｔｅｍｓ，　Ｊａｐａｎ,222-0033,神奈川県横浜市港北区新横浜２－１００－４５　新横浜中央ビル１６階,045-475-2221,https://www.cadence.com/jp/,,米ケイデンス社製電子設計ツールの代理店販売のサポートおよび設計支援サービス,米国ケイデンス・デザイン・システムズ社,,,,199703,－,35.507878,139.6174178
10409761,207114,輸送機器,未上場,ブローゼジャパン,ブローゼジャパン（株）,,Ｂｒｏｓｅ　Ｊａｐａｎ　Ｌｔｄ．,220-0012,神奈川県横浜市西区みなとみらい３－７－１　オーシャンゲートみなとみらい１１階,050-3138-1390,https://www.brose.com/jp-jp/,,自動車のメカトロニクスシステムおよび構成部品の製造・販売,,,,,199309,80,35.4580313,139.6343461
10410595,208103,他金融,未上場,タレットプレボン,タレットプレボン（株）,山根タレットプレボン（株）（2014.2）,Ｔｕｌｌｅｔｔ　Ｐｒｅｂｏｎ　（Ｊａｐａｎ）　Ｌｔｄ．,107-0052,東京都港区赤坂２－１７－７　赤坂溜池タワー４階,03-5549-8100,https://www.tullettprebon.com/,,外国為替・外貨資金・デリバティブ取引の仲介業,,,,,198808,350,35.6711385,139.7392574
10411957,208500,情報・システム・ソフト,未上場,ノートンライフロック,（株）ノートンライフロック,（株）シマンテック（2020.3）,ＮｏｒｔｏｎＬｉｆｅＬｏｃｋ　Ｋ．Ｋ．,107-6012,東京都港区赤坂１－１２－３２　アーク森ビル１２階,03-5114-4000,https://www.nortonlifelock.com/jp/ja/,,消費者向けインターネットセキュリティに特化したサービスを展開,,,ｎｏｒｔｏｎ，ＬｉｆｅＬｏｃｋｂｙＮｏｒｔｏｎ，Ａｖｉｒａ,,199409,100,35.6671134,139.740135
10412617,208638,情報・システム・ソフト,未上場,ジーイーデジタルジャパン,ＧＥデジタル・ジャパン（株）,ＧＥインテリジェント・プラットフォームス（株）（2019.4）,ＧＥ　Ｄｉｇｉｔａｌ　Ｊａｐａｎ　Ｋ．Ｋ．,107-6112,東京都港区赤坂５－２－２０　赤坂パークビル,03-5544-3955,https://www.emerson.com/,,パソコン計測・制御分野におけるパッケージソフトウェアの開発・販売・サービス,,,,,199403,41,35.6722095,139.7333495
10412799,208663,化学,未上場,アフトンケミカルジャパン,アフトンケミカル・ジャパン（株）,エチル・ジャパン（株）（2004.7）,Ａｆｔｏｎ　Ｃｈｅｍｉｃａｌ　Ｊａｐａｎ　Ｃｏｒｐ．,102-0093,東京都千代田区平河町２－１６－１　平河町森タワー７階,03-5210-4862,https://www.aftonchemical.com/,,石油添加剤事業,,,,,199202,460,35.6796395,139.7414382
10745370,209691,情報・システム・ソフト,未上場,ジェネシスクラウドサービス,ジェネシスクラウドサービス（株）,ジェネシス・ジャパン（株）（2021.4）,Ｇｅｎｅｓｙｓ　Ｃｌｏｕｄ　Ｓｅｒｖｉｃｅ　Ｃｏ．，　Ｌｔｄ．,105-6923,東京都港区虎ノ門４－１－１　神谷町トラストタワー２３階ＷｅＷｏｒｋ内,03-5989-1300,https://www.genesys.com/jp/,,コール，コンタクト・センター向けＣＴＩソフトウェアの開発・販売およびコンサルティング，メンテナンス等,,,,,199705,30,35.6650161,139.7454071
10989380,209712,情報・システム・ソフト,未上場,スタンダードアンドプアーズインターナショナルエルエルシーニホンシテン,スタンダード・アンド・プアーズ・インターナショナル・エル・エル・シー（日本支店）,スタンダード・アンド・プアーズ・インターナショナル・レイティングズ・エル・エル・シー（日本支店）（2002.11）,Ｓｔａｎｄａｒｄ　＆　Ｐｏｏｒ’ｓ　Ｉｎｔｅｒｎａｔｉｏｎａｌ　ＬＬＣ，　Ｊａｐａｎ　Ｂｒａｎｃｈ,100-0005,東京都千代田区丸の内１－６－５　丸の内北口ビル２８階,03-4550-8000,https://www.standardandpoors.com/,,格付けおよび信用リスク関連情報，信用リスク管理ツール，株価指数，企業情報・金融情報の提供,,,,,198512,－,35.683938,139.7668852
10745818,209803,その他卸売,未上場,フォッシルジャパン,（株）フォッシルジャパン,エス・エフ・ジェイ（2002.10）,Ｆｏｓｓｉｌ　Ｊａｐａｎ　Ｉｎｃ．,170-6015,東京都豊島区東池袋３－１－１　サンシャイン６０　１５階,03-4520-2366,https://www.fossil.co.jp/,,時計の輸入販売,,,,,199404,50,35.7284262,139.7205921
11093040,210121,機械卸売,未上場,ビデオジェットエックスライト,ビデオジェット・エックスライト（株）,ビデオジェット（株）（2012.12）,Ｖｉｄｅｏｊｅｔ　Ｘ－Ｒｉｔｅ　Ｋ．Ｋ．,135-0064,東京都江東区青海２－５－１０　テレコムセンタービル西棟６階,03-4578-1794,http://www.videojet.co.jp/,［営業所］　大阪,産業用インクジェットプリンタ，サーマルプリンタ，レーザーマーカーやインク類等消耗品の国内販売および周辺機器，関連ソフトウェアの製作販売，保守サービス等,Ｖｉｄｅｏｊｅｔ　Ｔｅｃｈｎｏｌｏｇｉｅｓ，　Ｉｎｃ．（米）,,,,199112,60,35.6170886,139.7800651
10775815,210336,機械,未上場,ヴィッテンシュタインターナリー,ヴィッテンシュタイン・ターナリー（株）,,Ｗｉｔｔｅｎｓｔｅｉｎ　Ｔｅｒｎａｒｙ　Ｃｏ．，　Ｌｔｄ．,386-0005,長野県上田市古里９９－５,0268-29-4620,https://www.wittenstein-ternary.jp/,,サーボアクチュエータの開発・設計・製造・販売,,,,,200001,20,36.4012867,138.2846419
10775823,210338,輸送機器,未上場,コンチネンタルオートモーティブ,コンチネンタル・オートモーティブ（株）,コンティネンタル・テーベス（株）（2007.8）,Ｃｏｎｔｉｎｅｎｔａｌ　Ａｕｔｏｍｏｔｉｖｅ　Ｃｏｒｐ．,221-0031,神奈川県横浜市神奈川区新浦島町１－１－３２　ニューステージ横浜ビル,045-444-3600,https://www.continental-corporation.com/ja-jp/,［オフィス］　浜松，広島，太田，宇都宮　［工場］　浜北　［エンジニアリングセンター］　横浜，豊田　［テストセンター］　旭，紋別,自動車部品の研究・開発・設計・製造・販売,,,ＡＴＥ,,200012,"5,300",35.4798768,139.6440136
10891710,220089,銀行,未上場,トウキョウスターギンコウ,（株）東京スター銀行,（株）日本ファイナンス・インベストメンツ（2001.5）,Ｔｈｅ　Ｔｏｋｙｏ　Ｓｔａｒ　Ｂａｎｋ，　Ｌｔｄ．,107-8480,東京都港区赤坂２－３－５,03-3586-3111,http://www.tokyostarbank.co.jp/,［本支店］　東京１５，神奈川３，千葉３，埼玉２，北海道１，宮城１，愛知１，大阪２，兵庫１，広島１，福岡１　計３１　［出張所］　５　［店舗外ＡＴＭ］　７９２カ所,【資産】現・預け金１７％，有価証券８％，貸出金６８％，他７％,,,,,200101,"26,000",35.67131639999999,139.7416758
10010312,220417,輸送機器,上場,ニッサンシャタイ,日産車体（株）,,ＮＩＳＳＡＮ　ＳＨＡＴＡＩ　ＣＯ．，ＬＴＤ．,254-8610,神奈川県平塚市堤町２－１,0463-21-8001,https://www.nissan-shatai.co.jp/,［工場］　平塚,自動車関連９８％，設備メンテナンス０％，情報処理１％，人材派遣０％,日産自動車,日産自動車,,みずほ,194904,"7,904",35.3382825,139.3597209
10012847,220421,輸送機器,未上場,アイチキカイコウギョウ,愛知機械工業（株）,,ＡＩＣＨＩ　ＭＡＣＨＩＮＥ　ＩＮＤＵＳＴＲＹ　Ｃｏ．，　Ｌｔｄ．,456-8601,愛知県名古屋市熱田区川並町２－１２,052-681-1111,http://www.aichikikai.co.jp/,,自動車用エンジン，変速機等の製造・販売,,,,,194905,"8,518",35.1334426,136.8956755
10790582,220431,コンサルティング,未上場,ニホンタタコンサルタンシーサービシズ,日本タタ・コンサルタンシー・サービシズ（株）,（株）アイ・ティ・フロンティア（2014.7）,Ｔａｔａ　Ｃｏｎｓｕｌｔａｎｃｙ　Ｓｅｒｖｉｃｅｓ　Ｊａｐａｎ，　Ｌｔｄ．,105-8508,東京都港区芝公園４－１－４,03-6736-7000,https://www.tcs.com/jp-ja/home,［支社］　西日本（大阪市北区堂島１－６－２０堂島アバンザ１４階ＴＥＬ０６－６４４２－２５００）　［支店］　中部（名古屋市中村区名駅１－１－４ＪＲセントラルタワーズ３３階ＴＥＬ０５２－５６３－４６０１）,ＩＴサービス，コンサルティング，ビジネスソリューション,,,,,199604,"4,327",35.6591406,139.7440765
10057081,220522,輸送機器,未上場,ニッサンコウキ,日産工機（株）,,Ｎｉｓｓａｎ　Ｋｏｈｋｉ　Ｃｏ．，　Ｌｔｄ．,253-0105,神奈川県高座郡寒川町岡田６－６－１,0467-75-1711,https://www.nissan-kohki.jp/,,各種エンジン等自動車部品の製造,,,,,196409,"2,020",35.3745522,139.3937995
10737187,220553,コンサルティング,上場,プラップジャパン,（株）プラップジャパン,,ＰＲＡＰ　Ｊａｐａｎ，　Ｉｎｃ．,107-6033,東京都港区赤坂１－１２－３２　アーク森ビル,03-4580-9111,https://www.prap.co.jp/,,コミュニケーションコンサルティング１００％,,,,三菱ＵＦＪ，三井住友，みずほ,197009,470,35.6671134,139.740135
10989530,220661,その他卸売,未上場,ラルフローレン,ラルフローレン合同会社,ラルフローレン（株）（2022.1）,ＲＡＬＰＨ　ＬＡＵＲＥＮ　ＪＡＰＡＮ　Ｇ．Ｋ．,100-0014,東京都千代田区永田町２－１０－１,03-5510-8900,https://www.ralphlauren.co.jp/,,ラルフローレン製品の輸入，卸売，小売,,,ＲＡＬＰＨ　ＬＡＵＲＥＮ,,200901,100,35.6748804,139.7412277
10145662,220796,医薬品,未上場,チュウガイイカガクケンキュウジョ,（株）中外医科学研究所,,Ｃｈｕｇａｉ　Ｒｅｓｅａｒｃｈ　Ｉｎｓｔｉｔｕｔｅ　ｆｏｒ　Ｍｅｄｉｃａｌ　Ｓｃｉｅｎｃｅ，Ｉｎｃ．,412-8513,静岡県御殿場市駒門１－１３５,0550-87-5425,https://cms.chugai-pharm.co.jp/,,医薬品研究開発，研究施設の管理,,,,,197204,100,35.2633736,138.9006212
11089620,220807,精密機器卸売,未上場,ノウルズエレクトロニクスジャパン,ノウルズ・エレクトロニクス・ジャパン（株）,,Ｋｎｏｗｌｅｓ　Ｅｌｅｃｔｒｏｎｉｃｓ　Ｊａｐａｎ，　Ｋ．Ｋ．,154-0024,東京都世田谷区三軒茶屋２－２－１６　ＹＫビル５階,03-5779-8503,https://www.knowles.com/,,補聴器用部品，携帯電話用ＭＥＭＳマイク等の輸入販売,,,,,198903,10,35.6408055,139.6682885
11059200,220832,レジャー・娯楽,未上場,エヌビーシーユニバーサルエンターテイメントジャパン,ＮＢＣユニバーサル・エンターテイメントジャパン合同会社,ジェネオン・ユニバーサル・エンターテイメントジャパン合同会社（2013.12）,ＮＢＣＵｎｉｖｅｒｓａｌ　Ｅｎｔｅｒｔａｉｎｍｅｎｔ　Ｊａｐａｎ，　ＬＬＣ．,105-6208,東京都港区愛宕２－５－１　愛宕グリーンヒルズＭＯＲＩタワー８階,－,https://www.nbcuni.co.jp/,,音楽・映像ソフト等の企画・制作・製造・販売に関わる業務,,,,,200109,10,35.6621409,139.7488929
10810067,220945,投信・投資顧問,未上場,モーニングスターアセットマネジメント,モーニングスター・アセット・マネジメント（株）,,Ｍｏｒｎｉｎｇｓｔａｒ　Ａｓｓｅｔ　Ｍａｎａｇｅｍｅｎｔ　Ｃｏ．，　Ｌｔｄ．,106-6015,東京都港区六本木１－６－１　泉ガーデンタワー１５階,03-6229-0811,https://morningstarasset.jp/,,投資顧問業,,,,,200105,30,35.664573,139.7395626
11089630,222029,その他卸売,未上場,イケアジャパン,イケア・ジャパン（株）,,Ｉｋｅａ　Ｊａｐａｎ　Ｋ．Ｋ．,273-0012,千葉県船橋市浜町２－３－３０　５階,047-436-1009,https://www.ikea.com/jp/ja/,［店舗］　仙台（宮城県仙台市），新三郷（埼玉県三郷市），Ｔｏｋｙｏ－Ｂａｙ（千葉県船橋市），立川（東京都立川市），ｆｏｒ　Ｂｕｓｉｎｅｓｓ（東京都渋谷区），原宿（東京都渋谷区），港北（神奈川県横浜市），長久手（愛知県長久手市），鶴浜（大阪府大阪市），神戸（兵庫県神戸市），福岡新宮（福岡県糟屋郡），渋谷（東京都渋谷区）,家具・インテリア・生活用品等の輸入販売,,,,,200207,"8,605",35.6817357,139.9921427
11105790,222175,情報・システム・ソフト,未上場,ニホンズイユウテクノロジー,日本瑞友テクノロジー（株）,日本用友ソフトエンジニアリング（2009）,Ｒａｙｏｏｔｅｃｈ　Ｊａｐａｎ　Ｃｏ．，　Ｌｔｄ．,111-0043,東京都台東区駒形２－４－１１　ヨシクニ駒形ビル５階,03-5806-1921,https://www.rayoo.jp/,,ソフトウェア開発，販売,,,,,200401,50,35.7062823,139.7946687
