会社コード,業種名,和文社名,住所,lat,lon
460017,情報・システム・ソフト,Ｍｅｌｔｗａｔｅｒ　Ｊａｐａｎ（株）,東京都渋谷区恵比寿１－１８－１８　東急不動産恵比寿ビル５階,35.6475172,139.7139154
460019,他サービス,マーベルテクノロジージャパン（有）,東京都品川区上大崎４－１－５　目黒ヒルトップウォーク４階,35.6336157,139.7146887
460032,他金融,ブラウン・ブラザーズ・ハリマン・インベストメント・サービス（株）,東京都港区虎ノ門１－２－８　虎ノ門琴平タワー１５階,35.6695311,139.7483983
460035,精密機器,ＰＨＣ（株）,東京都港区西新橋２－３８－５,35.6650463,139.7524359
460036,医薬品,アレクシオンファーマ合同会社,東京都港区芝浦３－１－１　田町ステーションタワーＮ,35.6459204,139.7496339
460039,情報・システム・ソフト,フレクシス（株）,東京都江東区青海２－７－４　Ｔｈｅ　ＳＯＨＯ　５１５,35.6181091,139.7749925
460042,機械卸売,エマソンバルブアンドコントロールジャパン（株）,東京都台東区北上野２－２３－５　住友不動産上野ビル２号館,35.718322,139.7838599
460043,電気機器,（株）日本ＨＰ,東京都港区港南１－２－７０　品川シーズンテラス２１階,35.6324899,139.743003
460044,金属製品,センクシア（株）,東京都港区東新橋２－３－１７　モメント汐留１２階,35.662196,139.7581029
460046,ガラス・土石,クアーズテック（株）,東京都品川区大崎２－１１－１　大崎ウィズタワー,35.6170135,139.7297625
460048,化学卸売,アクサルタコーティングシステムズ合同会社,東京都港区虎ノ門１－２－８　虎ノ門琴平タワー４階,35.6695311,139.7483983
460049,精密機器卸売,ＩＴＷジャパン（株）,東京都江東区北砂１－４－４,35.6817313,139.8227702
460052,他金融,Ｓ＆ＰグローバルＳＦジャパン（株）,東京都千代田区丸の内１－６－５　丸の内北口ビル２８階,35.683938,139.7668852
460053,証券,（株）ＫＫＲキャピタル・マーケッツ,東京都千代田区丸の内２－１－１　明治安田生命ビル１１階,35.6791077,139.7621731
460055,情報・システム・ソフト,シンアクティブ・インク（日本支社）（登記社名　Ｓｙｎａｃｔｉｖｅ，Ｉｎｃ．）,東京都港区赤坂１－１２－３２　アーク森ビル１２階,35.6671134,139.740135
460063,医薬品卸売,オーソ・クリニカル・ダイアグノスティックス（株）,東京都品川区大崎１－１１－２　ゲートシティ大崎イーストタワー１６階,35.6186335,139.7319993
460067,他サービス,エナジープールジャパン（株）,東京都港区芝大門１－３－４　ラウンドクロス芝大門９階,35.6598402,139.7547683
460071,情報・システム・ソフト,ワークデイ（株）,東京都港区南青山３－１１－１３　新青山東急ビル７階,35.6663001,139.7140807
460074,その他卸売,（株）エッシェンバッハ光学ジャパン,東京都千代田区神田司町２－１５－４,35.6940931,139.7666381
460076,情報・システム・ソフト,ムーディーズＳＦジャパン（株）,東京都港区愛宕２－５－１　愛宕グリーンヒルズＭＯＲＩタワー２０階,35.6621409,139.7488929
460077,情報・システム・ソフト,ムーディーズ・アナリティックス・ジャパン（株）,東京都港区愛宕２－５－１　愛宕グリーンヒルズＭＯＲＩタワー２０階,35.6621409,139.7488929
460083,情報・システム・ソフト,（株）ストリームメディアコーポレーション,東京都港区六本木３－２－１　住友不動産六本木グランドタワー,35.6645869,139.7377776
460085,専門店,ＬＶＭＨファッション・グループ・ジャパン（株）,東京都港区北青山３－５－２９　ＯＮＥ表参道,35.665836,139.7115627
460086,専門店,フェンディ・ジャパン（株）,東京都千代田区平河町２－１－１　住友不動産平河町ビル７階,35.6815534,139.7415321
460087,専門店,ベルルッティジャパン（株）,東京都千代田区隼町３－１６,35.681682,139.7420471
460091,他サービス,（株）コーリジャパン,東京都千代田区紀尾井町３－２８　ＡＤＭＩＲＡＬ紀尾井町ビル２階,35.6818974,139.7380992
460094,食料品,（株）Ｍａｉｓｏｎ　Ｌａｎｄｅｍａｉｎｅ　Ｊａｐｏｎ,東京都港区麻布台３－１－５　麻布台日の樹ビル１階,35.6608153,139.7383539
460096,情報・システム・ソフト,ＢｕｚｚＦｅｅｄ　Ｊａｐａｎ（株）,東京都千代田区紀尾井町１－３　東京ガーデンテラス紀尾井タワー,35.679604,139.7369417
460097,食料品,Ｂａｒｒｙ　Ｃａｌｌｅｂａｕｔ　Ｊａｐａｎ（株）,東京都品川区大崎２－１１－１　大崎ウィズタワー２１階,35.6170055,139.729518
460098,情報・システム・ソフト,スキャリティ・ジャパン（株）,東京都千代田区大手町１－６－１　大手町ビル４階,35.6864055,139.7648086
460099,他サービス,ＡＩＧジャパン・ホールディングス（株）,東京都港区虎ノ門４－３－２０　神谷町ＭＴビル,35.6634944,139.744526
460100,投信・投資顧問,ＡＩＧアセットマネジメント（株）,東京都港区虎ノ門４－３－２０　神谷町ＭＴ　ビル,35.6634944,139.744526
460103,その他卸売,エイブリィ・デニソン・ジャパン・マテリアルズ（株）,東京都港区海岸１－２－２０　汐留ビルディング１３階,35.6568217,139.759378
460105,旅行,（株）カーニバル・ジャパン,東京都中央区銀座６－２－１　Ｄａｉｗａ銀座ビル６階,35.671378,139.760131
460106,医薬品,ギリアド・サイエンシズ（株）,東京都千代田区丸の内１－９－２　グラントウキョウサウスタワー１６階,35.678574,139.7672846
460107,他サービス,ハーツ・アジア・パシフィック（株）,東京都中央区勝どき３－１３－１　ＦＯＲＥＦＲＯＮＴ　ＴＯＷＥＲ　２１０階,35.6591788,139.7736375
460111,その他卸売,（株）インターナショナル・ペーパー・ジャパン,東京都港区西新橋１－７－２　虎ノ門高木ビル３階,35.6692503,139.7519914
460112,精密機器卸売,インテュイティブサージカル合同会社,東京都港区赤坂１－１２－３２　アーク森ビルＷＥＳＴ３２階,35.6671134,139.740135
460116,精密機器卸売,（株）ハック・ウルトラ,東京都新宿区高田馬場１－２９－９　ＴＤビル５階,35.7110729,139.7043404
460123,その他卸売,キンバリークラーク・ジャパン合同会社,東京都千代田区岩本町１－３－９　ハクセイビル４階,35.6920154,139.7762514
460125,他サービス,Ｌｉｖｅ　Ｎａｔｉｏｎ　Ｊａｐａｎ合同会社,東京都渋谷区神宮前５－５１－６　テラアシオス青山８階,35.6628602,139.7097505
460126,情報・システム・ソフト,ＳｅｒｖｉｃｅＮｏｗ　Ｊａｐａｎ合同会社,東京都港区赤坂１－１２－３２　アーク森ビル１５階／３２階／３５階,35.6671134,139.740135
460127,情報・システム・ソフト,ＳｏｌａｒＷｉｎｄｓ　Ｊａｐａｎ（株）,東京都中央区京橋２－２－１　京橋エドグラン２６階,35.6773686,139.7694908
460128,情報・システム・ソフト,Ｓｐｌｕｎｋ　Ｓｅｒｖｉｃｅｓ　Ｊａｐａｎ合同会社,東京都千代田区大手町１－１－１　大手町パークビルディング８階,35.6866068,139.7628234
460132,化学,ケマーズ（株）,東京都港区虎ノ門４－１－１７　神谷町プライムプレイス７階,35.6650759,139.7440868
460133,他サービス,ウエスタンユニオンジャパン（株）,東京都港区虎ノ門５－１－５　メトロシティ神谷町７階,35.6636711,139.7453244
460135,他小売,トゥミジャパン合同会社,東京都渋谷区東３－１６－３　エフ・ニッセイ恵比寿ビル５階,35.6495783,139.7102049
460141,コンサルティング,ＰｗＣ税理士法人,東京都千代田区大手町１－２－１　Ｏｔｅｍａｃｈｉ　Ｏｎｅタワー,35.6877119,139.7628032
460143,医薬品卸売,ＢｉｏＭａｒｉｎ　Ｐｈａｒｍａｃｅｕｔｉｃａｌ　Ｊａｐａｎ（株）,東京都渋谷区代々木２－１１－１７　ラウンドクロス新宿４階,35.6875751,139.69724
460145,化学,ｎｅｏ　ＡＬＡ（株）,東京都千代田区麹町６－２－６　ＰＭＯ麹町２階,35.6853449,139.732988
460146,投信・投資顧問,マニュライフ・インベストメント・マネジメント（株）,東京都千代田区丸の内１－８－１　丸の内トラストタワーＮ館１５階,35.6832253,139.7697606
460147,投信・投資顧問,マッコーリーアセットマネジメント（株）,東京都千代田区紀尾井町４－１　ニューオータニガーデンコート２０階,35.6794644,139.735674
460149,投信・投資顧問,コムジェスト・アセットマネジメント（株）,東京都千代田区丸の内１－８－２　鉄鋼ビルディング９階,35.6831305,139.7702398
460151,コンサルティング,タワーズワトソン・インベストメント・サービス（株）,東京都千代田区内幸町２－１－６　日比谷パークフロント１３階,35.6708752,139.7536284
460152,投信・投資顧問,（株）ＫＪＲマネジメント,東京都千代田区丸の内２－７－３　東京ビルディング,35.6784953,139.7649771
460156,海運,（株）ＭＳＣクルーズジャパン,東京都港区六本木３－３－２７　スハラ六本木１階,35.663019,139.7369858
460157,損害保険,ＵＫ　Ｐ＆Ｉ　クラブ（日本支店）,東京都港区芝浦１－１－１　浜松町ビル３階,35.6516383,139.757975
460158,損害保険,スイス・リー・インターナショナル・エスイー（日本支店）,東京都千代田区丸の内３－２－３　丸の内二重橋ビル２２階,35.6777775,139.7615096
460159,投信・投資顧問,アッシュモアジャパン（株）,東京都千代田区丸の内１－５－１　新丸の内ビルディング１１階,35.6826212,139.7642436
460160,投信・投資顧問,ＰＡＧインベストメント・マネジメント（株）,東京都港区虎ノ門４－１－２８　虎ノ門タワーズオフィス２０階,35.6660437,139.7437276
460161,投資業等,ユニ・アジアキャピタルジャパン（株）,東京都千代田区神田美土代町９－１　ＪＲＥ神田小川町ビル７階,35.693723,139.7656256
460163,鉱業,コスモアブダビエネルギー開発（株）,東京都港区芝浦１－１－１　浜松町ビル,35.6516383,139.757975
460174,他サービス,ヴェオリア・ジェネッツ（株）,東京都港区海岸３－２０－２０　ヨコソーレインボータワー,35.6400253,139.7565031
460180,化学,ニッペホームプロダクツ（株）,東京都品川区南品川４－１－１５,35.6145962,139.7373808
460181,化学,日本ペイント（株）,東京都品川区南品川４－７－１６,35.6132725,139.7362279
460182,化学,日本ペイント・インダストリアルコーティングス（株）,東京都品川区南品川４－１－１５,35.6145962,139.7373808
460183,化学,日本ペイント・サーフケミカルズ（株）,東京都品川区南品川４－１－１５,35.6145962,139.7373808
460185,他サービス,（株）新日本科学ＰＰＤ,東京都中央区明石町８－１　聖路加タワー１２階,35.6669425,139.7784923
460187,医薬品,マイランＥＰＤ合同会社,東京都港区虎ノ門５－１１－２　オランダヒルズ森タワー,35.6612915,139.7440469
460188,他サービス,ホガス（株）,東京都渋谷区恵比寿４－２０－３　恵比寿ガーデンプレイス・タワー２５階,35.6422106,139.7134456
460189,他サービス,ブラウン・フォーマンビバレッジスジャパン（日本支社）（登記社名　Ｂｒｏｗｎ－Ｆｏｒｍａｎ　Ｂｅｖｅｒａｇｅｓ　Ｊａｐａｎ，Ｌ．Ｌ．Ｃ．）,東京都港区芝公園１－６－７　住友不動産ランドマークプラザ９階,35.6584113,139.7522909
460190,機械卸売,シーメンス（株）,東京都品川区大崎１－１１－１　ゲートシティ大崎ウエストタワー,35.6193971,139.7308079
460194,情報・システム・ソフト,ＮＨＮ　ＰｌａｙＡｒｔ（株）,東京都港区虎ノ門１－２３－１　虎ノ門ヒルズ森タワー２２階,35.6668216,139.7494178
460196,電気機器,ＬＳ　ＥＬＥＣＴＲＩＣ　Ｊａｐａｎ（株）,東京都千代田区霞が関３－２－６　東京倶楽部ビルディング１３階,35.6706399,139.7466018
460203,総合卸売,隴江（株）,東京都中央区日本橋人形町２－２４－３　小出ビル３階,35.6865628,139.7841096
460204,輸送用機器卸売,Ｎｏｒｔｈｒｏｐ　Ｇｒｕｍｍａｎ　Ｊａｐａｎ合同会社,東京都千代田区永田町２－１３－１０　プルデンシャルタワー３階,35.6759214,139.7385782
460205,他金融,プルデンシャル信託（株）,東京都千代田区永田町２－１３－１０　プルデンシャルタワー,35.6759214,139.7385782
460208,化学卸売,ダブリュー・アール・グレースジャパン（株）,東京都中央区新川２－２１－１８　廣建ニューリバービル３階,35.6741609,139.7816213
460210,他小売,アマゾンジャパン合同会社,東京都目黒区下目黒１－８－１　アルコタワーアネックス,35.631434,139.7139728
470001,情報・システム・ソフト,エヌビディア合同会社,東京都港区赤坂２－１１－７　ＡＴＴ新館１３階,35.6698452,139.7410732
470004,精密機器,アルファ・エレクトロニクス（株）,東京都千代田区内神田１－２－１０　羽衣ビル２階,35.6906422,139.7650882
470006,食料品卸売,エー・ディー・エム・ジャパン（株）,東京都中央区日本橋２－１６－１１　日本橋セントラルスクエア４階,35.6807763,139.7762706
470008,情報・システム・ソフト,Ｐｅａｔｉｘ　Ｊａｐａｎ（株）,東京都渋谷区神南１－５－６　Ｈ１Ｏ渋谷神南,35.6648154,139.6998153
470013,情報・システム・ソフト,ミランティス・ジャパン（株）,東京都千代田区鍛冶町２－９－１２　神田徳力ビル３階,35.6930659,139.7724763
470015,他サービス,トワイニング・ジャパン（株）,東京都港区愛宕２－５－１　愛宕グリーンヒルズＭＯＲＩタワー３６階,35.6621409,139.7488929
470022,他サービス,フィッシャークリニカルサービシズジャパン（株）,東京都江東区新木場１－１２－１０,35.6414189,139.836092
470026,他サービス,Ｐａｃｋｃｉｔｙ　Ｊａｐａｎ（株）,東京都千代田区神田小川町３－７－１　ミツワ小川町ビル６階,35.694294,139.7614943
470030,電気機器卸売,ヴィーナステックジャパン（株）,東京都渋谷区代々木３－２５－３　あいおいニッセイ同和損保新宿ビル１２階,35.684709,139.6923357
470032,食料品卸売,ＡＡＫ・ミヨシジャパン（株）,東京都港区三田３－１１－３６　三田日東ダイビル２０１,35.6419221,139.7421707
470034,電気機器,Ｔ＆Ｄ　Ｌｉｇｈｔｅｃ（株）,東京都港区三田１－４－２８　三田国際ビル２６階,35.6525477,139.744434
470035,建物管理・警備,グローブシップ・ソデクソ・コーポレートサービス（株）,東京都港区芝４－１１－３　芝フロントビル７階,35.6481185,139.7509135
470040,化学,クラリアントケミカルズ（株）,東京都文京区本駒込２－２８－８　文京グリーンコートセンターオフィス９階,35.7299074,139.7474002
470046,化学卸売,クアーズテック販売（株）,東京都品川区大崎２－１１－１　大崎ウィズタワー１０階,35.6170055,139.729518
470048,繊維・衣服卸売,（株）マックスアンドコー・ジャパン,東京都港区南青山６－１２－１　ＴＴＳ南青山ビル４階,35.6607806,139.7147932
470049,繊維・衣服卸売,（株）ラコステジャパン,東京都品川区上大崎３－１－１　ＪＲ東急目黒ビル３階,35.6326864,139.7157508
470050,他サービス,ｊｕｗｉ自然電力オペレーション（株）,東京都文京区本郷５－３３－１０　いちご本郷ビル３階,35.7114387,139.755425
470051,情報・システム・ソフト,ＤＺＳ　Ｊａｐａｎ（株）,東京都新宿区西新宿６－１２－１　パークウエスト１３階,35.693999,139.6895022
470052,輸送用機器卸売,ＨＵＴＣＨＩＮＳＯＮ　ＪＡＰＡＮ（株）,東京都港区港南２－１３－３４,35.62777,139.7453443
470053,貨物運送,コスコシッピングロジスティックスジャパン（株）,東京都千代田区霞が関３－２－１　霞が関コモンゲート西館３３階,35.671849,139.747976
470055,コンサルティング,キャップジェミニ（株）,東京都港区虎ノ門１－２３－１　虎ノ門ヒルズ森タワー２２階,35.6668216,139.7494178
470061,損害保険,ガードジャパン（株）,東京都港区東新橋１－５－２　汐留シティセンター８階,35.6654972,139.7608806
470062,他サービス,コファス・サービス・ジャパン（株）,東京都港区愛宕２－５－１　愛宕グリーンヒルズＭＯＲＩタワー３８階,35.6621409,139.7488929
470068,他製造業,インテグリス・ジャパン（株）,東京都港区三田１－４－２８　三田国際ビルヂング,35.6525477,139.744434
470070,自動車販売,コーンズ・モータース（株）,東京都港区芝３－５－１　コーンズハウス,35.6523291,139.7485902
470071,他サービス,サイネオス・ヘルス・クリニカル（株）,東京都港区港南１－２－７０　品川シーズンテラス２７階,35.6324899,139.743003
470077,映像・音楽,スポティファイジャパン（株）,東京都渋谷区渋谷１－２－５,35.6617445,139.7066514
470078,銀行,台新國際商業銀行東京支店,東京都千代田区丸の内２－１－１　明治安田生命ビル８階,35.6791077,139.7621731
470079,損害保険,アトラディウス信用保険会社（日本支店）（登記社名　アトラディウス・クレディト・イ・カウション・エセ・アー・デ・セグロス・イ・レアセグロス）,東京都港区虎ノ門４－３－１　城山トラストタワー３０階,35.6646397,139.7430889
470080,他サービス,ＤＴＣＣデータ・レポジトリー・ジャパン（株）,東京都千代田区霞が関３－２－５　霞が関ビルディング２９階,35.671183,139.7472406
470087,医薬品,ＭＳＤアニマルヘルス（株）,東京都千代田区九段北１－１３－１２　北の丸スクエア８階,35.6957677,139.7505941
470089,機械,イーグルブルグマンジャパン（株）,東京都港区芝大門１－１２－１５　正和ビル,35.6579002,139.7530295
470101,化学,デュポン・スペシャルティ・プロダクツ（株）,東京都千代田区永田町２－１１－１　山王パークタワー,35.6733558,139.7403363
470102,医薬品,コルテバ・アグリサイエンス日本（株）,東京都千代田区永田町２－１１－１　山王パークタワー,35.6733558,139.7403363
470103,化学卸売,ヴェルサムマテリアルズ・ジャパン（株）,東京都目黒区下目黒１－８－１　アルコタワー５階,35.6316957,139.7132982
470104,食料品卸売,ベル　ジャポン（株）（登記社名　Ｂｅｌ　Ｊａｐｏｎ（株））,東京都港区南青山３－１３－１８　３１３南青山ビル５階,35.6655166,139.7133604
470107,化学卸売,ユーピーエルジャパン合同会社,東京都中央区明石町８－１　聖路加タワー３８階,35.6669425,139.7784923
470108,新聞・出版,中国出版トーハン（株）,東京都新宿区東五軒町６－２４　（株）トーハン本社ビル６階,35.707983,139.7387258
470113,情報・システム・ソフト,ＤＸＣテクノロジー・ジャパン（株）,東京都中央区京橋２－２－１　京橋エドグラン１７階,35.6773686,139.7694908
470114,その他卸売,ヒュービディックジャパン（株）,東京都八王子市北野町５０７－６,35.6524371,139.3478352
470118,投信・投資顧問,教保生命アセット・マネジメント・ジャパン（株）,東京都千代田区麹町２－２－３１　麹町サンライズビル７階,35.6844391,139.741356
470119,総合卸売,（株）三養社（東京支店）,東京都千代田区有楽町１－５－１　日比谷マリンビル８階,35.6744763,139.7596575
470120,他サービス,テックインサイツジャパン（株）,東京都千代田区内幸町１－１－１　帝国ホテル本館６階６１４号室,35.6724056,139.7583398
470123,電気機器,シナプティクス・ジャパン合同会社,東京都中野区中野４－１０－２　ＮＡＫＡＮＯ　ＣＥＮＴＲＡＬ　ＰＡＲＫ　サウス１３階,35.706985,139.6614936
470124,銀行,シティバンク，エヌ・エイ（東京支店）,東京都千代田区大手町１－１－１　大手町パークビルディング,35.6866068,139.7628234
470128,他サービス,マーレジャパン（株）,東京都豊島区北大塚１－９－１２,35.7315141,139.7327383
470129,輸送用機器卸売,マーレトレーディングジャパン（株）,東京都豊島区北大塚１－９－１２,35.7315141,139.7327383
470131,倉庫・物流関連,（株）キュラーズ,東京都品川区大崎３－５－２,35.6207987,139.7254754
470134,食料品卸売,Ｄｅｎｉｓ　Ｊａｐａｎ（株）,東京都千代田区霞が関３－６－７　霞が関プレイス,35.6716958,139.7453443
470135,精密機器,シュナイダーエレクトリックシステムス（株）,東京都港区芝浦２－１５－６　オアーゼ芝浦ＭＪビル,35.6444488,139.7527609
470137,機械,工機ホールディングス（株）,東京都港区港南２－１５－１　品川インターシティＡ棟,35.627518,139.7420043
470139,不動産,ＤＦプロパティ（株）,東京都千代田区霞が関３－６－７　霞が関プレイス,35.6716958,139.7453443
470141,ガラス・土石,ＭＣＣ－ＳＧＬプレカーサー（株）,東京都千代田区丸の内１－１－１　パレスビル,35.685132,139.7615664
480004,電気機器,カナディアン・ソーラー・プロジェクト（株）,東京都新宿区西新宿２－１－１　新宿三井ビル５０階,35.6919097,139.6939012
480006,情報・システム・ソフト,Ｖｅｃｉｍａ　Ｓｏｌｕｔｉｏｎｓ（株）,東京都台東区浅草橋３－２０－１５　浅草橋ミハマビル６階,35.7009986,139.7884149
480011,投資業等,マン・グループ・ジャパン・リミテッド（東京支店）,東京都港区赤坂５－３－１　赤坂Ｂｉｚタワー２７階,35.673175,139.7363593
480012,不動産,プロロジス・リート・マネジメント（株）,東京都千代田区丸の内２－７－３　東京ビルディング２１階,35.6786068,139.7649357
480015,食料品,ネスレネスプレッソ（株）,東京都品川区東五反田２－１０－２　東五反田スクエア１５階,35.6247208,139.7272831
480017,医薬品,サンドファーマ（株）,東京都港区虎ノ門１－２３－１　虎ノ門ヒルズ森タワー,35.6668216,139.7494178
480018,人材派遣・業務請負,シミック・アッシュフィールド（株）,東京都港区芝浦１－１－１　浜松町ビルディング,35.651812,139.7576211
480021,情報・システム・ソフト,（株）ＪＩＲＡＮ　ＪＡＰＡＮ,東京都港区東新橋２－１２－１　ＰＭＯ東新橋７階,35.6606567,139.7557953
480022,その他卸売,惠遠ジャパン（株）,東京都中央区日本橋室町１－１０－５　テラサキ第１ビル３階,35.685437,139.7757714
480023,情報・システム・ソフト,Ｓｐｒｉｎｋｌｒ　Ｊａｐａｎ（株）,東京都港区六本木７－１８－１８　住友不動産六本木通ビル１１階,35.6620267,139.7284405
480025,飲食・外食,（株）ドミノ・ピザジャパン,東京都千代田区岩本町１－１０－３　紀繁ビル４，５階,35.6929043,139.7784275
480026,精密機器卸売,ゼブラ・テクノロジーズ・ジャパン（株）,東京都千代田区内幸町１－５－２　内幸町平和ビル１４階,35.6695899,139.7579452
480028,飲食・外食,ファーストキッチン（株）,東京都新宿区四谷４－３４－１　新宿御苑前アネックスビル５階,35.6902514,139.714872
480029,電気機器卸売,アイロボットジャパン合同会社,東京都千代田区神田錦町３－２０　錦町トラッドスクエア５階,35.6932687,139.7608154
480033,精密機器卸売,ティー・エイ・インスツルメント・ジャパン（株）,東京都品川区西五反田５－２－４　レキシントン・プラザ西五反田６階,35.6258791,139.7163094
480039,その他卸売,（株）ビュッフェ・クランポン・ジャパン,東京都江東区東陽４－８－１７,35.6710917,139.8175041
480049,投信・投資顧問,リーガル・アンド・ジェネラル・インベストメント・マネジメント・ジャパン（株）,東京都港区虎ノ門１－２－８　虎ノ門琴平タワー２２階,35.6695311,139.7483983
480051,他サービス,Ｗｉｌｌｉｓ　Ｊａｐａｎ　Ｓｅｒｖｉｃｅｓ（株）,東京都千代田区内幸町２－１－６　日比谷パークフロント１３階,35.6708752,139.7536284
480052,損害保険,Ｇａｌｌａｇｈｅｒ　Ｒｅ　Ｊａｐａｎ（株）,東京都千代田区内幸町２－１－６　日比谷パークフロント１３階,35.6708752,139.7536284
480057,情報・システム・ソフト,（株）光庭インフォ,東京都大田区蒲田５－３３－６　ＮＳビル,35.5594982,139.7184741
480064,輸送機器,ゲスタンプ・オートテック・ジャパン（株）,東京都千代田区丸の内１－９－２　グラントウキョウサウスタワー１５階,35.678574,139.7672846
480070,貨物運送,ＡＧＳ　Ｆｏｕｒ　Ｗｉｎｄｓ　Ｊａｐａｎ（株）,東京都千代田区永田町２－１２－８　永田町ＳＲビル６階,35.6744654,139.7388377
480071,化学,ティッセンクルップ・ウーデ・クロリンエンジニアズ（株）,東京都中央区日本橋茅場町１－１３－１２　さくら日本橋ビル７階,35.6797197,139.7814232
480072,輸送用機器卸売,ティーケー・ホームソリューションズ・ジャパン（株）,東京都港区赤坂４－１５－１　赤坂ガーデンシティ１階,35.6742711,139.7314575
480076,輸送用機器卸売,サムスン重工業（株）　東京事務所,東京都千代田区富士見２－１０－２　飯田橋グラン・ブルーム２８階,35.6989473,139.7438702
480079,鉄鋼・金属卸売,（株）東国,東京都中央区日本橋茅場町３－１１－１０　ＰＭＯ日本橋茅場町７階,35.6776851,139.7790875
480080,その他卸売,ロッテ酒類ジャパン（株）,東京都港区三田１－４－２８,35.6526236,139.7443802
480081,その他卸売,（株）ＣＵ,東京都港区虎ノ門１－２－１０　虎の門桜田通ビル８階,35.6692182,139.7483783
480083,他サービス,インフォーママーケッツジャパン（株）,東京都千代田区鍛冶町１－８－３　神田９１ビル２階,35.6908542,139.7725962
480085,ガラス・土石卸売,イルジンジャパン（株）,東京都港区浜松町２－２－１５　浜松町ゼネラルビル７階,35.6553299,139.7548062
480086,電気機器卸売,（株）ソリッドジャパン,東京都千代田区飯田橋４－６－９　ロックフィールドビル４階,35.7008699,139.7468214
480087,他サービス,Ｊａｐａｎ　Ｏｕｔｓｏｕｒｃｉｎｇ　Ｓｏｌｕｔｉｏｎｓ（株）,東京都港区西新橋３－２４－８　山内ビル３階,35.6613186,139.7511277
480088,化学卸売,ソンウォンインターナショナルジャパン（株）,東京都港区西新橋１－５－８　西新橋一丁目川手ビル８階,35.6691121,139.7539278
480094,化学,銀座ステファニー化粧品（株）,東京都港区新橋１－５－１　ステファニー銀座中央通ビル,35.6674051,139.7606757
480095,総合卸売,サムスンＣ＆Ｔジャパン（株）,東京都港区港南２－１６－４　品川グランドセントラル６階,35.6266147,139.7407736
480102,コンサルティング,Ｓｉａ　Ｐａｒｔｎｅｒｓ（株）,東京都港区東麻布１－２３－５,35.6561407,139.7444324
480105,電力・ガス,ＢａｙＷａ　ｒ．ｅ．Ｊａｐａｎ（株）,東京都港区港南２－１６－４　品川グランドセントラルタワー１８階,35.6266147,139.7407736
480109,化学卸売,サーテックＭＭＣジャパン（株）,東京都中央区新川１－２７－８　新川大原ビル７階,35.6756759,139.783061
480110,その他卸売,トレルボルグ・マリンシステムズ・ジャパン（株）,東京都千代田区隼町２－１１　奥田ビル３階,35.6824728,139.7419911
480113,情報・システム・ソフト,ジーエフケー・インサイト・ジャパン（株）,東京都中野区本町２－４６－１　中野坂上サンブライトツイン１５階,35.6966592,139.6821244
480114,電気機器卸売,ストーバー・ジャパン（株）,東京都葛飾区四つ木１－３１－８,35.73486,139.8355927
480116,電気機器卸売,オーディーユージャパン（株）,東京都港区六本木２－３－９　ユニオン六本木ビル７階,35.6664533,139.7376402
480117,海運,シー・ピー・シー・コンソリディテッドプールキャリヤーズ・アジア（株）,東京都中央区築地７－５－３　紀文第一ビル７階,35.6659756,139.7737145
480119,情報・システム・ソフト,ＩＰＧ　Ａｕｔｏｍｏｔｉｖｅ（株）,東京都港区西新橋２－９－１　ＰＭＯ西新橋９階,35.6668521,139.7526752
480121,コンサルティング,エクスペリアンジャパン（株）,東京都千代田区大手町１－１－１　大手町パークビル７階,35.6898953,139.7604411
480134,精密機器卸売,ニューベイシブジャパン（株）,東京都中央区銀座７－１４－１３　日土地銀座ビル,35.6671265,139.7646617
480135,その他卸売,イグザクテック（株）,東京都中央区日本橋３－１５－２　鹿児島ビル８階,35.6784004,139.7747729
480148,貨物運送,フェラーリ・ロジスティクス・ジャパン（株）,東京都中央区京橋１－６－１３　ＶＯＲＴ京橋２ビル２階,35.6776324,139.7718002
480150,その他卸売,Ｆｏｓｃａｒｉｎｉ　Ｊａｐａｎ（株）,東京都港区南麻布３－１９－２３　オーク南麻布ビル２階,35.6473872,139.7300369
480155,情報・システム・ソフト,Ｒｅａｋｔｏｒ　Ｊａｐａｎ（株）,東京都渋谷区恵比寿３－２８－２　Ｓｒｅｅｄ　ＥＢＩＳＵ４階,35.6437805,139.715683
480156,食料品卸売,クリスチャン・ハンセン・ジャパン（株）,東京都港区芝３－４３－１６　ＫＤＸ三田ビル１０階,35.6506625,139.7451999
480160,他製造業,サノボテクノロジー（株）,東京都港区芝１－９－６　マツラビル６階,35.651231,139.7550434
480162,情報・システム・ソフト,（株）オセロ,東京都渋谷区恵比寿１－１９－１５　ウノサワ東急ビル７階,35.6474157,139.7132495
480163,その他卸売,（株）プロテインテック・ジャパン,東京都江東区東陽２－２－２０　東陽駅前ビル,35.666358,139.8159928
480164,精密機器卸売,ＤＩＯデジタル（株）,東京都中央区日本橋本町４－１５－１１　市橋ビル９階,35.6900898,139.77673
480169,機械卸売,アトラスコプコ（株）,東京都港区芝公園１－１－１　住友不動産御成門タワー８階,35.6606374,139.7518279
480170,コンサルティング,ロスチャイルド・アンド・コー・ジャパン（株）,東京都港区赤坂９－７－１　ミッドタウン・タワー４３階,35.6662186,139.7303961
480171,他サービス,ノース・アメリカン・サイエンス・アソシエイツ・ジャパン合同会社,東京都中央区日本橋本町３－７－２　ＭＦＰＲ日本橋本町ビル３階,35.6891307,139.7763505
